Protocol,Pool Address,Asset,APY,Base APY,Reward APY,TVL ($),Reward Tokens,APY (1D),APY (7D),APY (30D),Image,App Link
raydium-amm,HkVu7MiG6SddqPui6JWV1tCRWjxSoDjnnrW4Rbo1CbxH,MARU-WSOL,0.62,0.62,0.0,64487,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,58inxVBao4vmFWzDwEb27SXQhRjdR4fQd2pYZLXh3RiX,WSOL-IKUN,3.82,3.82,0.0,64432,,2.39,2.87,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,8SEg9BokNM79SvFzwfg72QbdsJi8A9SWPrPcY5Zk7bZW,WSOL-PAULY,20.15,20.15,0.0,64381,,-40.24,-48.52,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,2ZRMpEat65m8p3hzy4EPmXVwDUvUpQ1qLR9oq6epinS3,SUPPOMAN-WSOL,2.55,2.55,0.0,64324,,-2.49,1.08,-1.82,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,BEMi9yKdXLL9rNY43cU8CVxZZP4hmr7w7odwtxAMKAzD,WSOL-APPLE,0.83,0.83,0.0,64285,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,3p5fAB4XSuxsMzCdz9REuL3EGMLE9axocV873FUwv44G,USDI-USDC,0.12,0.12,0.0,64263,,0.05,0.09,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,JVoPtWWDsRcLvQosu5fWc2CaNF6jEtJzbxdPtcEuvZo,WSOL-JTO,13.04,13.04,0.0,64221,,-11.09,-29.07,-98.47,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,GQdUPA8cUV8WsqEdCfDQtphvztocNCoSBGo1wARtaAXK,COST-WSOL,0.62,0.62,0.0,64141,,0.0,-9.39,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,USDS,4.57646,4.57646,0.0,63724,,1.61516,1.08207,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
raydium-amm,2DX9S6ci34Z2XgyGUNSQWfSMo8dZ2sg4mBEc6F9tfPRW,WSOL-VANCE,2.61,2.61,0.0,63700,,0.0,0.0,0.7,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,EUROC-USDT,0.00021,0.00021,0.0,63421,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,STSOL-USDC,5.49447,5.49447,0.0,63374,,2.76858,2.46386,-8.38328,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,POPCAT-COINOMI,1.11093,1.11093,0.0,63292,,-0.01439,0.66983,-5.75433,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,WFRAGSOL-JITOSOL,0.03635,0.03635,0.0,62903,,0.00617,0.0,-0.21528,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
save,,USDC,0.58,0.58,0.0,62821,,0.0,-0.01,-0.07,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
kamino-liquidity,,JTO-KYJTO,0.0,0.0,0.0,62814,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
save,,JUP,0.0,0.0,0.0,62754,,0.0,-0.15,-0.76,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
raydium-amm,EPVwQEJCnenVSNYECMA2955BGTqJk2ptXuggrvtiFFG2,WSOL-MOMO,2.16,2.16,0.0,62547,,-1.23,-4.24,-6.84,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,AHNN6JmvaGG6XUoSg7sEr38gRYDB2jTbUvqXVuqaRHpq,SPCXX-USDC,30.19,30.19,0.0,62494,,11.62,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,DeC8TwoqTD8q5iQ9eG8L5syAvzadA4yMXpSgxywA6uxe,IO-USDC,58.77,58.77,0.0,62433,,40.4,38.44,17.42,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,ORE,0.40212,0.40212,0.0,62431,,-0.06516,0.14542,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
raydium-amm,9zNENgiHh7M7EjeeR3jzzpkYCY6a7hCt5HUMPoXFijjZ,STB-USDC,1.99,1.99,0.0,62267,,0.6,1.13,-6.52,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,DqNmGDL93zJiNydYQ8mb1JQ1DqehAPFoRQLm3HjAnhiy,WSOL-BITCOIN,14.82,14.82,0.0,62132,,-78.3,-38.26,4.22,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,8zq3vBuoy66dur6dhrA4aqnrtGg9yZyRAp51BTBpEXj,WSOL-AGIALPHA,0.8,0.8,0.0,62102,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,MSOL-USDC,3.85172,3.85172,0.0,61975,,1.81983,1.58102,-6.43412,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,HYEiWNG5s6SxU3x5t5AAD12VsCsxajM7svL84VFhcffR,WSOL-KWIF,1.89,1.89,0.0,61795,,0.0,1.05,-26.56,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,BSOL-JITOSOL,0.0,0.0,0.0,61634,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,A1uVyDDizhuj6xL2AFfuUipZd3BpDRnWXABdtXvUx9Ev,MOODENG-SPX,2.9,2.9,0.0,61438,,-1.51,-6.49,-10.06,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,qNAGLPKnYzNtf5iJHdki9Prgodgra5BnadACgecdsjw,USD1-WAR,1.21,1.21,0.0,61369,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,HCJLC4yAeeejoBZJSeX9M1YFMTJSqQzEVwh96h4CW2MZ,CATVAX-WSOL,0.93,0.93,0.0,61318,,-0.84,-1.44,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,2h74wLgpJLWR1b5GSkfjWBNRjEgrH26SL8vuB7PLbL3N,WSOL-RONNIE,3.27,3.27,0.0,60812,,-0.9,-6.3,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,6oWHuR7vHbuVbg6FuhhBUmAeUKMEDrLzcyde8DbwEeFt,WSOL-UNITY,11.17,11.17,0.0,60695,,4.24,7.23,7.06,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,81RM4fW51f9YeSBiyq99r8E6qZfKYFShRzX8LRaJfPi8,WSOL-BEPE,248.32,248.32,0.0,60578,,-1.72,57.47,-2386.86,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
omnipair,,OMFG-USDC,3.5279,3.5279,0.0,60545,,-0.39223,-0.93891,-0.41846,https://icons.llamao.fi/icons/protocols/omnipair,https://www.omnipair.fi/
raydium-amm,nPD3vSeB4DjoMcL6CdG6m6fscygaNojivdmXe1oGpNg,XMR-USDC,29.13,29.13,0.0,60180,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,Hob9Z9Mta6RNt5WnEybk8bgekR8kPjo2dc9zVGutnfjn,RLUSD-USDC,32.94,32.94,0.0,60161,,0.0,4.51,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,SOL-XORCA,7.63613,7.63613,0.0,60158,,5.44487,3.50889,-109.08293,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,CU6uiwj6RQZgMLqPT3iJtnUb47d5y6jdYeR3jNdW6n5s,WSOL-ECOR,1.03,1.03,0.0,60003,,0.0,0.0,-3.26,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
save,,SLND,0.0,0.0,0.0,59978,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
raydium-amm,GvDBhjocyfDZuGWqkm4ZU89W2YXaVLadWDUXeJHr9h8s,WSOL-E-ACC,4.22,4.22,0.0,59926,,2.92,0.0,-4.83,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,5NLeMabMyuJQUbvXNfVyUPbtYKwTXBesfmFmDswbgqUz,GST-USDC,9.1,9.1,0.0,59798,,-3.18,-88.18,3.81,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,SUSD,0.0,0.0,0.0,59683,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
raydium-amm,8KbrpeSRYXYjWSSdG7gE1tR7Go8MmKKxKaei1gGc4U7Q,WSOL-JLP,4.32,4.32,0.0,59603,,0.9,1.23,-6.91,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,4pdwJSSg28c4aZs6EsaXP7MSyAQN8CfgDSY4gNrDTvmr,SWAG-WSOL,1.09,1.09,0.0,59518,,0.0,-0.72,-1.67,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,7aT77ndpWmvHvytN8vVWebrxF3xQVp9U6WuWiVDDhow9,3056.HK-USDT,7.91,7.91,0.0,59510,,-4.49,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,LEAF-USDC,0.0,0.0,0.0,59389,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,B7DVswJuQk7UQmPPnjpL7WS2Vym9srAHh1WGu3kPu5QS,KITTY-WSOL,13.06,13.06,0.0,59356,,-43.79,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,5ML6Tkr2m3gtcTEoL9Ppkrqpv7Pj8bSrVwfu9ztNFT9k,WSOL-PISTA,0.92,0.92,0.0,59289,,-0.56,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,BScfGKZf9YDfpL11hZQnCQPskPrdeyFcvCjSA5qupEH5,WSOL-SURGE,1.19,1.19,0.0,59163,,-4.72,-4.99,-8.46,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,HYPE-USDC,28.15224,28.15224,0.0,59070,,-1.1857,-8.63647,-99.90433,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,3Sht4Amox5REC1YLYGuR1Qdfh7fa8d2ucGu4rawjs6tN,WSOL-NEET,6.64,6.64,0.0,58947,,-1.45,-0.61,-13.86,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
loopscale,,USDC,1.20121,1.20121,0.0,58871,,0.00647,0.01116,0.11283,https://icons.llamao.fi/icons/protocols/loopscale,https://loop.sl
raydium-amm,2cZQ71uDTBwFZT456koEwfZDLSV736hT688A18sD3n4M,WSOL-DEVIN,0.95,0.95,0.0,58728,,0.0,0.0,-1.34,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,5LZawn1Pqv8Jd96nq5GPVZAz9a7jZWFD66A5JvUodRNL,BIO-SPINE,3.9,3.9,0.0,58616,,0.0,2.49,2.22,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,WFRAGSOL-JITOSOL,0.0,0.0,0.0,58615,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
orca-dex,,RBMHK-USDT,0.00124,0.00124,0.0,58610,,0.0,-0.00034,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,23cyEJ27Nrcq5c2mokfMJyfwUPGYftj3XPU6EnU2Jikw,WSOL-BGG1,0.96,0.96,0.0,58604,,0.0,-1.27,-0.71,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,4H6DiCX3Nzpc4qMbq7cvQfMErqP52wZZaduwhBcwe8mv,WSOL-$SITCOM,0.67,0.67,0.0,58253,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9tSXp7sR9TRewhDyVFdmZQQxBkfAWK6TU44gjoFp72Ez,REMILIO-WSOL,0.6,0.6,0.0,58194,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,GP1TLVRBVfn5RuAZfzqRFA9dTy8EfpE76rbzZ5u2Y1n2,WSOL-DEEPSEEKAI,1.04,1.04,0.0,57723,,-0.31,-0.6,-2.32,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,ASTRALIS-PHY,0.01671,0.01671,0.0,57616,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,3WEYUXNmKM6NbCQCaDuEvdQgRhWH5Bz9vpK32Luzo5Nq,WSOL-FARTGIRL,1.17,1.17,0.0,57418,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,HDzuAAfEUjzSjN3swW6UQE8DqNRGW3TUEAXFfiAnrLny,WSOL-SBF,1.03,1.03,0.0,57194,,-1.22,0.28,-14.01,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,BmnhQDLEMv8quHYZgKe86g1Tbpo4LXwvb29zNzoKQ5Sw,WSOL-BOP,29.66,29.66,0.0,57162,,13.3,21.6,25.6,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,FuyT3ZeUihfCWGMSVZruESpyPPxiCope4PjGp475ah1D,WSOL-PONS,34.2,34.2,0.0,56960,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,MOT-USDC,4.78861,4.78861,0.0,56885,,0.65106,0.68607,-9.32165,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,6R3yY5hpJ2RugzWx6ex4SVsoReK87jEoBu2hWh5XhuE2,WSOL-KM,1.02,1.02,0.0,56685,,0.0,-0.3,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,POPCAT-SOL,47.95132,47.95132,0.0,56496,,28.78968,47.95132,-4753.13096,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,7GqEtF893LmBj7XLmpEAswvE6bpoBP4aYTQK9xMrfNwb,WSOL-OBOT,0.75,0.75,0.0,56432,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,33hmxy64sjEqUNfCAHbUu2Gi6w9AVP7L6uZgY2Rmbuwy,WSOL-OPTIMUS,7.39,7.39,0.0,56428,,0.0,-13.44,4.44,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
save,,JLP,0.0,0.0,0.0,56230,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
kamino-liquidity,,SOL-JLP,0.0,0.0,0.0,56202,,-6.08788,0.0,-47.91278,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,AyjpwPZVkEqN6r4R9MyzkqcdzW1LwsBppuV8Ns55Mqvb,BRETT-WSOL,0.75,0.75,0.0,56088,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,GmaDNMWsTYWjaXVBjJTHNmCWAKU6cn5hhtWWYEZt4odo,LIKE-USDC,3.49,3.49,0.0,55742,,0.0,2.17,1.42,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,8yFVFANyscptTbRhqB8pA8nnETDig25fw2BWpsJ2pNEp,UUDC-USDT,0.14,0.14,0.0,55502,,0.0,-0.03,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,4v9dvMFUPUujoQUDZgbchnYVzyp8h4p5WrywU4QMJ5Xp,UKDC-USDT,0.14,0.14,0.0,55494,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,ASeA5haHzwNbwcytdLgpdR9zKQ5H8hTav5NuSQpVXr1d,MXNA-USDC,2.09,2.09,0.0,55366,,0.25,1.23,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,PYTH,0.31625,0.31625,0.0,55334,,0.0001,-0.09082,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
orca-dex,,HKRBM-USDT,4e-05,4e-05,0.0,55233,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,CdhFPj7hFShKVjznSshCVqbapJctLuL2izxQnMx2PztM,WSOL-ADA,0.59,0.59,0.0,55182,,0.0,0.0,-2.61,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,GaPTvXuog95vxJii7qwvfNVNdpgAcEmjFqYdZnxxgzLV,FCOD-WSOL,1.73,1.73,0.0,55060,,-0.2,-0.65,-0.7,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
gmtrade,,TRX-USDC,47.514,47.514,0.0,54925,,-0.03075,9.60776,36.82873,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
raydium-amm,8DPPdVemT4gR7MU5paqKkXWuqdUR6KDVvDEr4ewH4m8s,USDC-TOLY,8.8,8.8,0.0,54849,,0.0,0.0,-50.51,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,HobaNfHNrDcFP8z8T9n3j6K4UF5jSDmdpdxXQpyC83o,WSOL-BARSIK,1.17,1.17,0.0,54738,,0.0,0.0,-1.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
jupiter-lend,,LBTC,0.0,0.0,0.0,54737,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
raydium-amm,CKwJZwm7oj3nu4653N1EpDrqXbXAYXoPFiPeEnLouF8y,AAPLX-USDC,2.09,2.09,0.0,54707,,-1.37,0.46,-30.95,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,BBSOL,0.00029,0.00029,0.0,54594,,0.0,1e-05,-1e-05,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,GdxFycQMfy5g1m1Ax2ViF8ZPAv22i27GSza7m9d6Cq4A,WSOL-TLOOP,30.84,30.84,0.0,54592,,-2.14,-28.04,-13.71,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,HDvCJkM9LUPYAQUJ37RKTRKAG2AfTATz7xhuCqVwA9jG,WSOL-VAL,0.74,0.74,0.0,54402,,0.0,-0.18,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,FBePpA9ZuAxQm6HqGi8ZvG7cj8utoRRmgSmpj5xnENN5,WSOL-SOLX,0.6,0.6,0.0,54344,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,1D5GHSzrcaSXLtUYxSCg4vWHdKGd7hFnasYPiPFYFGX,COK-WSOL,3.98,3.98,0.0,54342,,1.27,2.19,-1.04,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,SOL-ZEC,8.90154,8.90154,0.0,54298,,-5.99584,-27.21959,-4.65314,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
save,,GC,0.0,0.0,0.0,54274,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
gmtrade,,AVAX-USDC,78.1426,78.1426,0.0,54256,,-1.92535,19.30469,-25.91436,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
kamino-lend,,USDS,7.22703,7.22703,0.0,54194,,0.0584,0.50778,-0.41666,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,8tzS7SkUZyHPQY7gLqsMCXZ5EDCgjESUHcB17tiR1h3Z,SRM-USDC,2.16,2.16,0.0,53894,,-11.53,-5.7,-4.88,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,AeGBjqTeXiEgdAxU1ZhBEqmkXk6RuQNCXJWvdo4N4CBg,WSOL-ANON,3.32,3.32,0.0,53815,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,FSCnxKvt7UvoFaqzfvuxx3X1pFrYjDEA44psSzYRLNBb,WSOL-KEFEN,0.78,0.78,0.0,53780,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
save,,MSOL,0.09,0.09,0.0,53612,,0.0,0.0,-0.01,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
project-0,,HELIUS,0.0,0.0,0.0,53532,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
raydium-amm,9U6jGAy5ySvTqjdzc3t7xti7sZnRgGn1wLFKVQnZQuTu,WSOL-CUPSEY,0.86,0.86,0.0,53369,,0.0,0.0,-2.85,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,CASH,3.5462,3.5462,0.0,53047,,0.02862,1.03598,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
project-0,,PYUSD,5.13695,5.13695,0.0,53015,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
kamino-lend,,KYSOL,0.0,0.0,0.0,52944,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
jupiter-lend,,LBTC,0.0,0.0,0.0,52802,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
raydium-amm,DWyRyrApqEro1GPFtJFcC8xn4sQf4xuuxh5svPuAByf2,WSOL-MUNDI,3.37,3.37,0.0,52778,,0.5,0.96,0.6,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,Cg9r38UwzXW92Prmv22LwYs1Fm9thKTUTesyKYrvsfJJ,WSOL-SPK,3.66,3.66,0.0,52758,,-0.35,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,DBAcZyeYaEw7X6kgnvo7S2ZiJyRor2XLhQpvKf8Rb2na,WSOL-STORK,19.16,19.16,0.0,52749,,0.0,11.17,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,C6iYX7jrjV4pH1scscRpa8B8yryd6ViCuHXmBDbD21qa,USDS-JITOSOL,10.62,10.62,0.0,52705,,4.05,4.48,-17.46,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9dkWXEmCvQGLazzbWZiSDExoPKiw7HkwPSM5bJW8qymL,WSOL-TRUST,1.56,1.56,0.0,52698,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,4ZF5Dd2KzXFE6ECFpKjcNYh48Ee1UvqiBRsVXk8EBmyT,WSOL-LEA,1.27,1.27,0.0,52594,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,XAUT0-USDC,32.47555,32.47555,0.0,52573,,29.71865,23.93149,30.46975,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,iJuiniVZc7rHYKcvEy9Dz5arHjjmrbfYLdY4etGfQXr,WSOL-AGIXT,3.22,3.22,0.0,52560,,-45.69,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,BSOL-MSOL,0.0,0.0,0.0,52502,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
kamino-liquidity,,SOL-JTO,0.0,0.0,0.0,52473,,0.0,-84.57849,-39.44732,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
loopscale,,MXNE,0.30998,0.30998,0.0,52459,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/loopscale,https://loop.sl
orca-dex,,USDC-PQB,0.0,0.0,0.0,52435,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,TUTU-USDC,0.07337,0.07337,0.0,52435,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
kamino-liquidity,,USDS-JITOSOL,0.0,0.0,0.0,52399,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,2bnZ1edbvK3CK3LTNZ5jH9anvXYCmzPR4W2HQ6Ngsv5K,ATLAS-USDC,30.58,30.58,0.0,52389,,27.17,6.63,19.58,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9DJrGmVqHxejzErYsc4LwCSaeAePXH1pCxUzLJVNfV77,$LANDLORD-WSOL,0.83,0.83,0.0,52348,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
save,,INF,0.48,0.48,0.0,52220,,-0.02,-0.02,-0.04,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
raydium-amm,2zjiSTrub1KPtuJzDoRyXcUHFLLC5doUsmStyBi5SjXG,WSOL-SOBA,4.36,4.36,0.0,52175,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
save,,USDT,0.0,0.0,0.0,52099,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
raydium-amm,GBfnb75JYj7SenrwZGvp2XvrLjRhqsku7T7K31VsvqXD,WSOL-SNORT,1.08,1.08,0.0,52079,,-0.64,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,BULKSOL,0.11045,0.11045,0.0,52058,,0.0,-0.00937,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
orca-dex,,JUP-USDC,12.52115,12.52115,0.0,51920,,3.604,3.52262,-9.05118,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,GmQTt7Q7DLKjWJMxbA4CrDbGGFVMRMmech7uaJdeTpYV,WSOL-SBR,0.65,0.65,0.0,51790,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
save,,JLP,0.0,0.0,0.0,51759,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
raydium-amm,CgsDemRcrpwSd2bLCjss8RWcELKi5hz4kXtuePu7zzSi,MU-USDC,446.48,446.48,0.0,51682,,283.09,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,AUDIO-USDC,1.17259,1.17259,0.0,51663,,1.05454,0.90849,-0.51864,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,TESOURO-BRZ,0.0031,0.0031,0.0,51631,,0.0031,0.0031,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,3LWfFDEgquyicDsPeA7TJFaJkpoFUFnt5rd5YxGmUmCP,WSOL-UPONLY,1.1,1.1,0.0,51598,,-0.69,0.0,-19.14,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,F738UFUJZwaJvRoNJKotySDm83sL4UZ81Jxrd7YPRcX6,WSOL-HIBER,0.84,0.84,0.0,51547,,0.0,-0.08,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
