Protocol,Pool Address,Asset,APY,Base APY,Reward APY,TVL ($),Reward Tokens,APY (1D),APY (7D),APY (30D),Image,App Link
raydium-amm,DLaoh9okkk4gdtXj2mkH3WJUE7VbhMBJRuKmciD1PSZX,WSOL-DEGENAI,1.46,1.46,0.0,102618,,0.0,0.9,-0.58,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,SOL-USDC,10.47637,10.47637,0.0,102433,,3.67916,4.79682,-120.19261,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,Dgos4PkM2NxdxaJAFtkhpo3nRZUsTbQDD5E47zTK1iC9,WSOL-BUCK,2.95,2.95,0.0,102064,,1.34,0.46,1.35,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,H34a1DtzusexYuXet2z91AvwMs5hvw4TAxMgpj4PDVyf,WSOL-PINO,0.58,0.58,0.0,102034,,-0.16,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,2Ky6BskrcKNCJSrP4X6bgrPPe1erBArBAhyZi2C8nPwy,ATR-USDC,0.71,0.71,0.0,101689,,0.0,0.0,-4.25,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,8K8ebATkWT6LzLpY3qjvx3QR26r5o7YqC4R3xMKwGfbv,OCTO-WSOL,0.32,0.32,0.0,101515,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,GLN7GrwMe7CR1z9KrJheMpyPTLFmmGShuKcLB91FfD2R,TRC20-USDT-USDC,7.28,7.28,0.0,101067,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,DwuhdBSzAGvjXJz9k5E3Yp1PbMNdveJCSncHpxEdjv47,WSOL-BUNKER,0.43,0.43,0.0,100965,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,GxmnK8EyEhNebxCGiosFmG7Vjk2Njvt2cMcz2uUhWxL1,XAUM-USDC,0.42,0.42,0.0,100920,,0.0,0.13,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,MSOL-JITOSOL,0.08045,0.08045,0.0,100672,,-0.13703,-0.03904,-0.26948,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,SBC-USDC,0.0,0.0,0.0,100521,,0.0,-1e-05,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,Ch5qwfHRwijRfhGYa8sjiYwx9M9tG4kv9bYBZDApivgB,OILROLL-USDC,0.78,0.78,0.0,100194,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,DczmyvnV8hR7d8zvy6bAoc2itZbFvLAx9iG2D7gyyt9e,WHALES-WSOL,0.4,0.4,0.0,100182,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,UYSD-USDT,0.18327,0.18327,0.0,99933,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,UCSD-USDT,0.1833,0.1833,0.0,99910,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,USDT-UHSD,0.18331,0.18331,0.0,99908,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,-USDT,0.18323,0.18323,0.0,99897,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,USDT-DMHU,0.09491,0.09491,0.0,99897,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,-USDT,0.18326,0.18326,0.0,99896,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,DCHU-USDT,0.18985,0.18985,0.0,99894,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,21TGAEG98LdosSXYeM2EQtFYugPo9PJpY3W9L7aJgpdr,$GDOG-WSOL,1.14,1.14,0.0,99744,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
gmtrade,,WGMX-USDC,143.75609,143.75609,0.0,99650,,2.36402,29.38316,0.0,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
raydium-amm,FJ6MdHqFwmnzx2g19s6X8NDbF7gZCnU2yE1rKd9vbnwf,WSOL-$WAFFLES,0.72,0.72,0.0,99379,,0.09,-0.64,-3.92,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
gmtrade,,PUMP-USDC,176.8578,176.8578,0.0,99086,,12.94714,-45.59672,-89.33232,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
raydium-amm,AP2JBkb6vq3cE2fv9DduniyA3KUp51xhNLon9vLK1kgz,WHITE-USDC,0.41,0.41,0.0,98873,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,Gm8k45peewP18XLX2ftGw14DZxmmWfrpJPxnB2Gd8PkK,CHITAN-WSOL,0.45,0.45,0.0,98838,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,HQ7YbCer5bBwNpY8NhUsp1g9LgTStrnagKdUp3nYKaTf,CHATOSHI-USDC,3.39,3.39,0.0,98419,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,A88BtP7EEXYPKgbwvFByMnm5NoM2bKs6s1o1F5u6GohB,WSOL-BULLY,0.7,0.7,0.0,97832,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,G6XZu9m4yAmoW1uGFKcAHUW5ufpURBk4kCeWr9dP1KxJ,WSOL-LLM,0.66,0.66,0.0,97698,,-3.55,-0.57,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,TSLAX-USDC,0.50364,0.50364,0.0,97594,,0.14259,-18.64077,-59.75504,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,3BjqisWKPfR13cBivREfEsuwe5cKwXe95q4GZhGtq7gt,KUMA-WSOL,2.19,2.19,0.0,97443,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
jupiter-lend,,WBTC,0.0,0.0,0.0,97234,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
kamino-lend,,USDC,3.61888,3.61888,0.0,97074,,0.24339,-0.25224,-0.01464,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,6GDrReNVfyjQDCuGMrKdG2JU7Uj8NCvBt2ukaL2mDj1L,WSOL-WOJAK,2.6,2.6,0.0,97008,,-1.39,1.11,-3.49,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,3hsdbMFsiCh3YCsXoFjgx4TVpxECsUE9nRMgvaoyveQT,WSOL-$URO,1.15,1.15,0.0,96921,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,DU9dgBU6Yh2JjsYcjtRY21G14dhQxn6Xm5PT949Sa4tA,STRCX-USDC,3.03,3.03,0.0,96913,,-6.79,-24.87,-9.07,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,Fg4qpvJeTqdL2JzreGpbNeghRvSndCU9LJRuVvVjoc65,WSOL-BBT,2.88,2.88,0.0,96816,,-0.79,-5.0,-1.58,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,5rsp7vXTeAF6Ry6cvj7YZwYtH9pQ1GSgsLrZvCMsvitN,WSOL-FXN,0.54,0.54,0.0,96745,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,5N96fYr2ZzaiNyZaYGAi31xvT5ExzfPnwh2s95yaXXSv,WSOL-STONKS,0.59,0.59,0.0,96683,,-0.01,-0.07,-1.29,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,Fo7VNHaddVnMX4Axjo7CC1wWb9Ko2Pk2dFDzL3dYbXKp,WSOL-AWR,0.99,0.99,0.0,96559,,-1.2,-1.17,-1.16,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,5QJxqZbxr3J4SkkmR6Lcm3nztWAz5N7LY1m2m3nQGi9m,WSOL-GTC,0.66,0.66,0.0,96448,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
gmtrade,,SPCX-USDC,61.50642,61.50642,0.0,96077,,-1.19524,27.91936,61.49304,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
raydium-amm,Fhmjp6SMtmD8GXkq8tw6aZjBk3sDpKtKKSH6RToLAX3m,WSOL-NOMNOM,1.58,1.58,0.0,95825,,-0.41,0.51,-0.1,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,8ujpQXxnnWvRohU2oCe3eaSzoL7paU2uj3fEn4Zp72US,WSOL-ANI,3.36,3.36,0.0,95673,,2.52,1.99,2.42,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,AMEdCZRmPQSnnsVoGjtTm3dJT2LfiBi1eEMjN137q31c,WSOL-RIFT,1.45,1.45,0.0,95317,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,FdaWCghYqyua2awm1bb2MLZCRUde3FLWkywb2Duz4vtg,STAN-WSOL,5.08,5.08,0.0,95227,,2.1,1.43,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,KSeAucEoqTBB4ttakHYE1encbxjn2u9zUa9ursDLe1E,WSOL-SUPERCYCLE,3.4,3.4,0.0,95011,,0.97,0.46,-1.64,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,USBD-USDC,0.15378,0.15378,0.0,94946,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,USDT-USPD,0.15379,0.15379,0.0,94897,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,A1wy7BBM3vaNbTFg9sQSXmYJPf17T3Y1UGwLMd35NKXZ,GIKO-WSOL,9.35,9.35,0.0,94819,,5.23,4.1,2.08,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,3nMFwZXwY1s1M5s8vYAHqd4wGs4iSxXE4LRoUMMYqEgF,WSOL-USDT,7.65,7.65,0.0,94683,,1.83,2.86,-12.36,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,EpUB3i6iDYQ9FtQ8AwHYtUH7JoMFZyM3aeYC5etsjdQs,WSOL-XIN,2.37,2.37,0.0,94580,,-1.51,0.36,-2.06,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,3L7KbPVaAQA4UTecaGQYsm6UCq5F3sZM9zAYkxqYt63j,METAX-USDC,89.0,89.0,0.0,94560,,79.57,75.81,79.41,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,3zozghHn3cCmbAVPF3Bm5AiyT7VorSdHwTt2qJjLfDo2,WSOL-CRCLX,21.5,21.5,0.0,94238,,-0.02,-4.97,-34.54,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,29oXiuz7rxtXSsEgPUPnTexvsJgqyZ2mR6W6zf8NhsQE,WSOL-NAILONG,5.18,5.18,0.0,93777,,4.47,3.39,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,CaysL4cjU1BuB9ECvhQ4yNQBVt7eug3GcZjndcJdf5JU,WSOL-LC,0.65,0.65,0.0,93690,,-0.14,-3.66,-10.84,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,3xgUWbZq2pBPEcYgYnRHespiokANFNnPvYHGPbFoPXSz,HAPPY-WSOL,8.11,8.11,0.0,93571,,6.65,7.5,6.3,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,EojCwRSiC3gy26DrF37Z7S2KYdXPRhL8nmHDWmXYZzw3,LMX-USDT,49.73,49.73,0.0,93397,,39.44,42.23,8.83,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,DzX3zK5jdvYq4TD6h6g7kUXrenEr1pH8asAcadNxeJXX,CALITA-USDC,0.9,0.9,0.0,93355,,-0.06,-4.65,-7.72,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,H43rqotaUmwiwHzPaj2aFJTmLmmrj6GNABL63QEUN5LC,SHX-USDC,2.0,2.0,0.0,93251,,1.37,1.35,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,5uNKBwBNgt5SToxoZgZ2u9hF9LESeYaeH74PWZc2SYX1,EURFRANCE-USDT,0.1,0.1,0.0,93081,,0.03,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,USDT-GRASS,0.0,0.0,0.0,92898,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,3k8EFqC3NU2cdqxLuoJxaJq3FYhNXXATf4hGK2A4BZ8N,WSOL-🟥🟩,0.99,0.99,0.0,92523,,0.11,0.41,-1.51,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,GBOY-USDC,0.84114,0.84114,0.0,92384,,0.11239,-4.62761,0.14648,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
jupiter-lend,,MSOL,0.0,0.0,0.0,92034,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
raydium-amm,BrvNhGJQiMdNUrr8ttr7nbabuV3XyWM1FvRBXjSeTuDW,WSOL-TEST,2.1,2.1,0.0,91708,,0.0,0.57,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9g33GBYw4BweTk6Bo6QbqHNsS9R8vwFSapsw7NcoZHzy,FOXSY-WSOL,4.3,4.3,0.0,91667,,2.67,1.26,-1.56,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,USDC-USDT,3.73217,3.73217,0.0,91505,,3.73217,3.73217,3.73217,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,BnkDVQKwr7DWx9zmPcqtgCpTfKm7wzp2ydzrE218nrtV,WSOL-SKBDI,0.71,0.71,0.0,91486,,0.09,-0.39,-2.18,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,H8VEs2QCfwrtiBfrQEw9wBMyxfekAypaG6BSFYMTA8tZ,WSOL-AIRCOIN,4.95,4.95,0.0,91237,,0.22,0.54,-3.67,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9qiKN1QnuUVtZXhRWo86Prnr3Lsm933MvJ8phrt5ah8Y,WSOL-SNAI,1.0,1.0,0.0,91195,,0.19,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,SOL-BORG,10.09338,10.09338,0.0,91180,,-13.01948,4.70735,-12.66213,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
loopscale,,USDC,4.80736,4.80736,0.0,90868,,0.77483,-0.07635,0.0,https://icons.llamao.fi/icons/protocols/loopscale,https://loop.sl
orca-dex,,USDS-USDC,0.21217,0.21217,0.0,90524,,-0.71201,-6.22432,-0.45414,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,SOL-DEAD,0.0,0.0,0.0,90465,,-0.014,0.0,-0.07358,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,3gePaJMtkMV9Fx9fqZ2ob25ZpRgeLS3N7XkgeGPqKWmz,WSOL-$TOAD,1.62,1.62,0.0,90344,,0.29,-1.39,0.12,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,5zGp3JSRVz9ZT1nAWTcPC7CyqBasxJKjcKKz5HBh9ciX,WSOL-ZARA,0.98,0.98,0.0,90232,,0.33,0.29,-2.46,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,4BKRQ2iL3Rv8mSpDsFM5FNkZ9SGq4iaqrYtgNWjGE3s4,NPCS-WSOL,0.65,0.65,0.0,89589,,-0.95,0.0,-2.97,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,BVFgVkicjVF2ZiHdK7SDoFWHJs6MtvkpwvWahzHQp2F2,WSOL-XSPA,0.7,0.7,0.0,89128,,-1.7,-2.17,-8.28,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,48spFh93qYdaeRNkmDCmMbhi9au7Yk6GDH13avcrySdX,RTPLV2-WSOL,0.49,0.49,0.0,89097,,0.0,0.0,-17.3,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,2RWdS9xeDXSMgkRZnT2uk4FmnXtykVq6LLYvxPWVUmS3,WSOL-FLOYDAI,0.64,0.64,0.0,88778,,-1.73,-0.81,-0.82,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
save,,ETH,2.6,2.6,0.0,88719,,-0.01,1.39,1.45,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
raydium-amm,3rwERVY1J7oBztfLbydtMMRgj7UM26YsWCgVf2rmep21,USD1-HOSICO,1.52,1.52,0.0,88523,,-5.38,-8.66,-2.72,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,X131b3frGn4b8ue51EyvrnzWuTuBGoM93uRYrNteEFy,HAMMY-WSOL,0.7,0.7,0.0,88369,,0.0,-5.28,-2.2,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,HNT,1e-05,1e-05,0.0,88097,,0.0,-0.00227,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
orca-dex,,BSOL-MSOL,0.03131,0.00168,0.02963,88082,BLZEEuZUBVqFhj8adcCFPJvPVCiCyVmh3hkJMrU8KuJA,-0.00143,-0.00253,-0.02128,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,9UUtkG2U657EpUmXsQPX3zvW2LTraejNBVc5U61tKNmb,WSOL-WYAC,4.41,4.41,0.0,87716,,1.81,3.64,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,SOL-SSOL,0.36891,0.36891,0.0,87633,,0.36858,-0.26986,0.05883,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
gmtrade,,WGMX-USDC,170.68243,170.68243,0.0,87618,,11.9109,78.64029,0.0,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
orca-dex,G2FiE1yn9N9ZJx5e1E2LxxMnHvb1H3hCuHLPfKJ98smA,JTO-JITOSOL,2.52016,2.52016,0.0,86945,,-2.01511,-4.33632,-21.52749,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,DpKZKyq6Hd1twPZhdhyED19hbdrBPhMto7rv89QoZFU3,RBT-WSOL,0.84,0.84,0.0,86873,,-1.35,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
jupiter-lend,,JLP,0.0,0.0,0.0,86719,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
raydium-amm,J6jUwNvCUme9ma7DMsHiWVXic4B6zovVdr2GfCrozauB,BIO-VITA,0.39,0.39,0.0,86631,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,SOL-WIF,3.672,3.672,0.0,86631,,1.73505,-11.90855,-138.13118,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,9KgSWjrKCzS3EbUkvBKbgdwj8BwTdWzzqXKufDHAPS2a,WSOL-GTA6COIN,19.51,19.51,0.0,86450,,-0.06,14.54,0.81,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,65kGwwvhXXapiAJBr2tH2LxAFQjj7TkxRZtewQEeXVZF,WSOL-CHONKY,10.59,10.59,0.0,86404,,0.0,0.0,-1.82,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,ONO-USDC,5.11238,5.11238,0.0,86399,,-20.01259,-26.97523,-35.46806,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
kamino-lend,,SOL,4.32389,4.32389,0.0,85731,,0.12229,-0.00616,-3.05793,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,AxBDdiMK9hRPLMPM7k6nCPC1gRARgXQHNejfP2LvNGr6,PENG-WSOL,4.91,4.91,0.0,85654,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,B6xFztVhpqG3y3LDTGwSkqBwA4aYCyvw7Yb4kbCSTrnV,WSOL-RHEA,0.63,0.63,0.0,85554,,-1.87,0.12,-5.42,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,FXkJANvDMaZvbotpcnscyjzCygyTE2Xfi8bBfj91hVnJ,WSOL-CHIPPY,4.0,4.0,0.0,85462,,0.98,-0.85,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,EZJTO-JTO,0.01371,0.01371,0.0,85269,,0.01371,0.00644,0.01371,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,USBD-USDT,0.2139,0.2139,0.0,85235,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,2Z9SGDsHWvdKddAkfQS5QJ7ecaj18cwcHWcsDy9CrwuN,POX-WSOL,3.51,3.51,0.0,85073,,-0.26,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,2zVV22uNWdJNmkXpj5vCrMzwHGBoJdsyV7qACh29sK1w,USDC-EURC,7.41,7.41,0.0,85064,,-0.38,6.35,3.99,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,GUN-USDC,12.08044,12.08044,0.0,84873,,6.46796,-9.41231,0.14033,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,7TkVaEEG8CpMutTpkQMGDEdsRi1GxnjA1NzKiTPKbxnE,WSOL-LESTER,0.66,0.66,0.0,84741,,0.0,-0.23,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9kLGUEFwEuFzn9txDfGJ3FimGp9LjMtNPp4GvMLfkZSY,CHAT-WSOL,18.61,18.61,0.0,84566,,-2.14,0.0,13.17,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,6gpZ9JkLoYvpA5cwdyPZFsDw6tkbPyyXM5FqRqHxMCny,MSOL-RAY,1.34,1.34,0.0,83997,,0.55,-1.87,-1.25,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,INX-USDC,32.94889,32.94889,0.0,83842,,15.37347,18.82126,6.39125,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,ABR0-USDC,0.27612,0.27612,0.0,83836,,-0.80283,-0.17167,-0.25991,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
kamino-liquidity,,MSOL-JITOSOL,0.0,0.0,0.0,83828,,0.0,0.0,-3.63396,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
orca-dex,,SPCX-USDC,93.67456,93.67456,0.0,83797,,6.73037,43.81996,10.9584,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,7mjzZMB3iHNy4AQ7hLsXsixwWpg7R2A3rUMyRFcSViDy,WSOL-🎒,0.77,0.77,0.0,83776,,0.0,-0.57,-0.96,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,2umXxGh6jY63wDHHQ4yDv8BJbjzLNnKgYDwRqas75nnt,WSOL-UWU,0.76,0.76,0.0,83579,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,2baC5JL75NosEr2oLJZ14gbNjWDuUq3ui33ZPLZTgCEA,WSOL-ITALIANROT,0.67,0.67,0.0,83530,,-1.76,-6.21,-4.76,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9VffBiow5r5YQzgK56rirEWpu45gZGrDWzm9JUt6zL9G,WSOL-HOBBES,10.69,10.69,0.0,83234,,5.41,6.14,-136.8,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,TESOURO-USDC,0.00579,0.00579,0.0,83038,,0.00579,0.00579,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,HHLtFgj64c25mQcnCnxMNoWLvyPJkRY4sPiP7c6qFMVu,WSOL-ALL,6.44,6.44,0.0,82998,,0.0,0.0,1.19,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,B1NsDMo51Biy4zyhSTgyQVuKf8eqc2tgAFAtsxFVBs9n,WSOL-HEEHEE,2.62,2.62,0.0,82941,,1.12,0.65,-3.21,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,StJ9GP9KKVsbvtEtBDSjWNL9jpgybCjyHAwYyTe4SpW,KITTY-WSOL,0.75,0.75,0.0,82872,,-0.12,0.14,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,48eKsoi9ZyQU4DbXM9pvcbgsfTxDWqhEVKuGzHAW3ucc,WSOL-MD,1.11,1.11,0.0,82851,,-0.37,0.18,-0.79,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,FARTCOIN,0.0,0.0,0.0,81949,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
orca-dex,,W-USDC,0.00463,0.00463,0.0,81343,,0.00303,0.00355,-0.00317,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,2Z5wdVF24cDALnUtftDZ6tCifhQFZLhAA2kHtkdDq5kG,GOOD-USDC,90.16593,0.75,89.41593,81311,goodX4LG92UAcRdFRUykfP2fAfzQAVttrToEPxtxSkp,-0.84305,2.17185,0.38847,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,ATEQDF6jZwBfqy5jYzLEfjMNxzdk9k32XDmVFjGZEBsc,AVA-WSOL,1.58,1.58,0.0,81302,,0.19,0.8,-1.11,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,EZJTO-JTO,0.0,0.0,0.0,81111,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
gmtrade,,UNI-USDC,134.64233,134.64233,0.0,80989,,3.83425,80.85365,79.15376,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
orca-dex,,ORCA-XORCA,0.0,0.0,0.0,80955,,0.0,0.0,-0.01437,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
